gender,race,age,age_binary,Bachelor,High School,PhD,Master,Community College,Elite University,Private High School,Public University,Online Institution,Public High School,years_experience,Python,Java,JavaScript,SQL,Git,React,Docker,AWS,Machine Learning,Data Structures,Algorithms,Debugging,Communication,Teamwork,Problem Solving,English,Spanish,French,Mandarin,Arabic,Portuguese,test_score,true_qualification,hiring_score
1,1,36,1,1,0,0,0,0,0,0,1,0,0,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,68.69,54.78,24.71
0,1,38,1,0,0,0,1,0,1,0,0,0,0,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,60.72,79.7,28.28
1,1,24,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,67.69,43.96,22.78
1,1,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,93.26,76.03,35.61
1,1,23,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,81.93,73.64,34.65
0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,66.02,59.29,18.52
0,1,49,1,1,0,0,0,1,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,52.45,78.27,27.71
1,0,45,1,1,0,0,0,0,0,0,0,1,0,9,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,91.23,87.57,33.83
0,0,45,1,0,0,0,1,0,0,0,0,1,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,65.74,72.87,21.55
0,0,43,1,0,0,0,1,0,0,0,0,1,0,8,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,84.5,83.08,25.63
1,1,49,1,0,0,0,1,0,0,0,1,0,0,15,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,73.93,73.62,32.25
0,0,57,0,0,1,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,100,80.57,16.63
1,0,37,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,62.06,66.12,25.25
0,1,44,1,1,0,0,0,1,0,0,0,0,0,11,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,76.05,66.55,23.02
1,1,44,1,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,98.01,73.57,32.23
1,1,27,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,95.81,92.29,42.11
1,1,47,1,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,60.64,58.74,26.3
1,1,53,0,0,1,0,0,0,0,1,0,0,0,18,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,97.7,74.56,24.62
1,1,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,53.26,43.09,22.44
0,0,24,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,73.75,50.92,15.17
1,0,45,1,1,0,0,0,0,0,0,0,1,0,17,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,57.78,75.3,28.92
1,0,55,0,0,0,1,0,0,0,0,1,0,0,25,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,71.78,97.01,29.61
0,0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,82.71,63.3,20.12
0,1,41,1,0,0,1,0,0,1,0,0,0,0,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,62.03,82.99,29.6
0,1,27,1,1,0,0,0,0,1,0,0,0,0,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,95.72,73.14,28.05
1,1,65,0,0,0,0,1,0,0,0,0,1,0,28,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,64.52,70.82,23.13
1,1,40,1,1,0,0,0,0,0,0,0,1,0,8,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,78.59,74.71,32.69
1,1,41,1,0,0,0,1,0,0,0,1,0,0,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,77.32,96.59,41.43
1,0,39,1,1,0,0,0,0,0,0,1,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,54.28,60.76,23.1
1,0,29,1,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,50.77,52.46,22.18
0,1,40,1,1,0,0,0,0,0,0,1,0,0,9,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,74.32,74.95,26.38
1,0,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,100,75.85,31.54
1,1,30,1,1,0,0,0,0,0,0,0,1,0,7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,80.1,74.76,35.1
1,1,23,1,1,0,0,0,0,0,0,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,42.83,53.64,26.65
0,0,32,1,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,79.92,87.65,29.86
0,1,28,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,53.99,54.66,20.66
0,0,63,0,0,0,0,1,0,0,0,0,1,0,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,58.04,76.66,15.06
0,1,34,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,76.68,81.31,31.33
1,1,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,56.12,64.52,31.01
0,1,27,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,63.95,50.64,19.05
0,0,25,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,80.84,61.18,19.27
1,0,38,1,1,0,0,0,0,0,0,0,1,0,11,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,78.78,69.06,26.43
1,1,39,1,1,0,0,0,0,0,0,1,0,0,13,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71.48,71.57,31.43
1,0,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,100,84.67,35.07
1,1,45,1,1,0,0,0,1,0,0,0,0,0,15,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,80.84,83.2,36.08
0,1,24,1,0,0,0,1,0,0,0,1,0,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,73.65,78.63,30.25
1,0,57,0,1,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,41.3,59.98,14.79
0,1,55,0,1,0,0,0,0,0,0,1,0,0,20,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,58.83,67.46,15.39
1,1,28,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,94.12,82.22,38.09
1,0,35,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,95.95,77.34,29.74
0,0,26,1,0,0,0,1,0,1,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,85.47,79.12,26.45
0,0,45,1,1,0,0,0,0,0,0,0,1,0,11,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,86.76,82.48,25.39
0,1,40,1,0,0,0,1,0,0,0,0,1,0,7,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,65.22,65.78,22.71
1,0,39,1,1,0,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,78.33,68.32,26.13
0,0,38,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,88.35,76.38,22.95
1,1,42,1,1,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,52.11,70.94,31.18
0,0,35,1,1,0,0,0,0,0,0,1,0,0,8,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,66.92,61.14,16.86
1,1,65,0,1,0,0,0,1,0,0,0,0,0,17,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66.93,70.9,23.16
1,0,55,0,1,0,0,0,0,0,0,0,1,0,21,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,79.74,81.39,23.36
1,0,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,80.53,72.76,30.31
1,1,27,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,72.98,52.16,26.07
0,1,33,1,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,95.02,96.2,37.28
0,0,36,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,90.68,83.01,25.61
1,0,29,1,1,0,0,0,0,0,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,85.55,76.07,31.63
1,0,23,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,88.28,73.09,30.43
0,0,32,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,75.02,70.75,23.1
0,0,30,1,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,100,86.8,29.52
0,0,32,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,82.85,68.83,22.33
0,0,59,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,70.55,73.83,13.93
0,0,46,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,62.89,63.41,17.76
0,0,38,1,1,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,62.94,76.88,23.15
1,0,36,1,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,92.89,91.84,35.54
1,1,53,0,0,0,0,1,0,0,0,1,0,0,17,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,63.8,79.8,26.72
1,1,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,49.47,62.76,30.3
1,1,27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,55.56,43.6,22.64
0,1,24,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,46.23,59.8,22.72
0,1,44,1,1,0,0,0,0,1,0,0,0,0,14,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,59.94,72.01,25.2
1,1,36,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,57.21,26.62,13.45
1,0,41,1,0,0,0,1,0,0,0,1,0,0,12,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,46.08,69.41,26.56
1,0,35,1,1,0,0,0,0,0,0,0,1,0,11,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,68.63,81.12,31.25
1,1,35,1,0,0,0,1,0,0,0,0,1,0,6,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,70.5,90.91,39.16
0,1,48,1,1,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,61.62,71.19,24.88
1,1,23,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,87.5,58.54,28.61
0,1,30,1,1,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,81.02,72.96,27.98
0,1,34,1,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,61.7,68.39,26.16
1,1,22,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,87.44,60.03,29.21
1,1,33,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,43.19,55.08,27.23
1,0,60,0,0,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,92.57,91.74,27.49
1,1,29,1,1,0,0,0,0,1,0,0,0,0,7,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,78.23,79.67,37.07
1,0,33,1,0,0,0,1,0,0,0,1,0,0,13,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,51.7,71.95,29.98
0,1,40,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,58.05,60.82,20.73
1,0,33,1,0,0,0,1,0,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,86.14,88.88,36.75
1,1,46,1,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,86.18,73.67,32.27
0,0,31,1,1,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,57.42,69.26,22.5
0,0,35,1,1,0,0,0,0,0,0,1,0,0,11,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,97.09,80.56,24.62
1,1,48,1,0,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,67.97,78.15,34.06
1,1,31,1,1,0,0,0,0,0,0,1,0,0,5,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,30.13,48.56,24.63
0,0,41,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,83.49,89.96,28.39
1,1,49,1,1,0,0,0,0,0,0,1,0,0,19,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71.45,84.74,36.7
1,1,24,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,78.44,81,37.6
1,1,44,1,1,0,0,0,1,0,0,0,0,0,16,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,76.59,90.82,39.13
0,0,47,1,0,0,0,1,0,0,0,1,0,0,11,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,71.75,86.86,27.14
1,0,37,1,0,1,0,0,0,0,0,0,0,1,4,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,100,82.18,31.67
0,0,32,1,1,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,48.84,64.48,20.59
0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62.09,66.63,21.45
0,1,41,1,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,81.44,81.37,28.95
1,1,47,1,1,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32.52,43.37,20.15
0,0,23,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,81.16,63.43,20.17
0,0,48,1,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,65.13,56.18,14.87
1,0,33,1,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,79,62.69,26.28
0,1,34,1,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,69.96,77.08,29.63
1,1,28,1,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,92.36,85.2,39.28
1,1,34,1,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,67.06,55.01,27.2
0,0,31,1,0,0,0,1,0,0,0,1,0,0,6,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,95.56,100.14,34.85
0,0,46,1,1,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,83.3,83.61,25.84
0,1,30,1,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,84.82,78.98,30.39
1,1,43,1,1,0,0,0,0,0,0,1,0,0,12,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,81.29,71.57,31.43
0,0,24,1,0,0,0,1,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,76.1,71.35,23.34
0,1,52,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,83.59,78.87,19.95
1,1,27,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,62.39,64.28,30.91
0,0,31,1,1,0,0,0,0,0,0,1,0,0,7,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,69.63,67.12,21.65
1,0,34,1,0,1,0,0,0,0,1,0,0,0,10,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,72.26,64.27,26.91
1,1,40,1,1,0,0,0,0,1,0,0,0,0,10,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,81.65,84.35,36.54
0,1,49,1,0,1,0,0,0,0,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,93.15,70.67,24.67
1,1,47,1,0,0,1,0,0,1,0,0,0,0,14,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,61.55,96.23,41.29
1,0,25,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,46.02,44.8,19.12
1,1,45,1,0,0,0,1,0,0,0,0,1,0,11,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,81.84,79.1,34.44
1,0,27,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.52,53.96,22.78
0,1,56,0,0,0,0,1,0,0,0,1,0,0,16,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,63.71,71.44,16.97
0,0,46,1,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,82.23,72.09,21.23
0,1,28,1,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,100,93.62,36.25
0,1,29,1,1,0,0,0,0,1,0,0,0,0,7,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,92.17,83.55,32.22
0,0,41,1,1,0,0,0,0,0,0,0,1,0,7,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,64.85,59.15,16.06
1,1,57,0,0,0,0,1,0,0,0,0,1,0,24,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,68.2,88.6,30.24
1,0,37,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,67.13,50.48,18.99
1,0,38,1,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,91.09,81.75,31.5
0,1,47,1,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,44.61,68.61,23.84
1,1,38,1,0,0,1,0,0,1,0,0,0,0,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,99.33,120.31,50.92
1,1,44,1,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,86.58,80.64,35.06
1,0,65,0,0,0,0,1,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,92.73,99.77,30.71
1,1,27,1,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,96.55,74.69,35.08
1,0,47,1,1,0,0,0,0,0,0,0,1,0,15,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,63.6,72.67,27.87
0,0,26,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,95.33,72.76,23.9
1,0,30,1,1,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,96.27,66.11,27.65
1,1,26,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,37.68,54.87,27.15
1,1,37,1,0,0,0,1,0,0,0,0,1,0,10,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,63.12,73.96,32.38
1,0,42,1,0,0,0,1,0,1,0,0,0,0,14,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,80.42,106.08,41.23
1,1,28,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,90.68,75.2,35.28
1,0,26,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,100,81.77,33.91
1,0,46,1,0,1,0,0,0,0,0,0,0,1,10,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,100,77.09,29.64
1,0,51,0,0,0,0,1,0,0,0,0,1,0,23,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,83.61,98.57,30.23
1,0,45,1,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,69.39,70.58,27.03
0,1,38,1,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,98.86,87.52,31.41
1,0,61,0,1,0,0,0,0,0,0,1,0,0,22,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,72.28,77.07,21.63
1,0,53,0,1,0,0,0,1,0,0,0,0,0,13,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,49.69,51.86,11.54
1,0,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,77.59,76,31.6
1,1,42,1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,59.64,63.6,28.24
0,1,30,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,89.94,68.76,26.3
1,0,43,1,0,1,0,0,0,0,1,0,0,0,16,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,77.09,58.57,22.23
1,1,42,1,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,93.04,73.25,32.1
1,0,47,1,0,0,0,1,0,1,0,0,0,0,15,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,73.52,94.57,36.63
0,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,66.15,69.02,20.01
1,0,34,1,0,1,0,0,0,0,0,0,0,1,10,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,78.12,59.06,24.82
1,0,36,1,1,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,92.12,67.43,25.77
